SampleID,sampleID_ENA,Campaign,SiteLabel,EventID,Logsheet,Objective,DateTime,Latitude,Longitude,Depth,Depth_unit,Country,CoastDistance,LME,LMEDistance,MarineRegion,MRGID,ENVIRO_Biome,ENVIRO_Feature,ENVIRO_Material,EVENT_device,SAMPLE_description,SAMPLE_platform,SAMPLE_Protocol,SAMPLE_Quantity,SAMPLE_Container,SAMPLE_Content,SAMPLE_FilterUpper,SAMPLE_FilterLower,SAMPLE_TreatmentChemicals,SAMPLE_TreatmentStorage,BiosampleAccessionNumber,SampleAssessionNumber,Temperature,Temperature_unit,Temperature_flag,Salinity,Salinity_unit,Salinity_flag,pH,pH_unit,pH_flag,PO43,PO43_unit,PO43_flag,NO3,NO3_unit,NO3_flag,POC,POC_unit,POC_flag,NO2,NO2_unit,NO2_flag,DOC,DOC_unit,DOC_flag,NanoMicroPlankton,NanoMicroPlankton_unit,NanoMicroPlankton_flag,PAR,PAR_unit,PAR_flag,Conductivity,Conductivity_unit,Conductivity_flag,PP_C,PP_C_unit,PP_C_flag,Oxygen,Oxygen_unit,Oxygen_flag,PON,PON_unit,PON_flag,MesoMacroPlankton,MesoMacroPlankton_unit,MesoMacroPlankton_flag,BacterialProduction_C,BacterialProduction_C_unit,BacterialProduction_C_flag,DON,DON_unit,DON_flag,NH4+,NH4+_unit,NH4+_flag,SiOH4,SiOH4_unit,SiOH4_flag,Turbidity,Turbidity_unit,Turbidity_flag,Fluorometer,Fluorometer_unit,Fluorometer_flag,Chl_a,Chl_a_unit,Chl_a_flag
OSD76_2014-06_NPL022_1,OSD76_2014-06-20_0.5m_NPL022,OSD2014,OSD76,OSD76_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD76_20140620T0915Z.pdf,Metagenomic research on seawater of the NW Adriatic Sea,2014-06-20T09:15,43.9475,12.935,0.5,m,ITA,2898,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,tank/CTD,Three samples,Athena Research Vessel_Urbino University_Italy,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275568,ERS667586,23.61,centigrade,,27.78,PSU,,8.4,dimensionless,,0.31,micromol/l,,4.8,micromol/l,,not present,not present,,0.08,micromol/l,,not present,not present,,13205333,count/m^3,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.22,mg/l,,0.68,micromol/l,,3.8,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD77_2014-06_NE08_1,OSD77_2014-06-20_0.5m_NE08,OSD2014,OSD77,OSD77_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD77_20140620T1100Z.pdf,Metagenomic research on seawater of the NW Adriatic Sea,2014-06-20T11:00,43.8514,13.0731,0.5,m,ITA,2079,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,tank/CTD,prokaryote and eukaryote protocols were performed,Athena Research Vessel_Urbino University_Italy,NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275566,ERS667584,24.1,centigrade,,26.29,PSU,,8.5,dimensionless,,0.6,micromol/l,,7.4,micromol/l,,not present,not present,,0.1,micromol/l,,not present,not present,,540444,count/m^3,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.23,mg/l,,0.76,micromol/l,,4.67,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD77_2014-06_NPL022_1,OSD77_2014-06-20_0.5m_NPL022,OSD2014,OSD77,OSD77_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD77_20140620T1100Z.pdf,Metagenomic research on seawater of the NW Adriatic Sea,2014-06-20T11:00,43.8514,13.0731,0.5,m,ITA,2079,Mediterranean Sea,0,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,tank/CTD,prokaryote and eukaryote protocols were performed,Athena Research Vessel_Urbino University_Italy,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275567,ERS667585,24.1,centigrade,,26.29,PSU,,8.5,dimensionless,,0.6,micromol/l,,7.4,micromol/l,,not present,not present,,0.1,micromol/l,,not present,not present,,540444,count/m^3,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.23,mg/l,,0.76,micromol/l,,4.67,micromol/l,,not present,not present,,not present,not present,,not present,not present,
OSD78_2014-06_NPL022_1,OSD78_2014-06-21_0.5m_NPL022,OSD2014,OSD78,OSD78_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD78_20140621T0900Z.pdf,short abstract,2014-06-21T09:00,43.57,13.595,0.5,m,ITA,247,Mediterranean Sea,47,Adriatic Sea,3314,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,5 L Niskin bottle,surface water sampling,CONISMA - URL ANCONA,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275565,ERS667583,24.25,centigrade,,34.33,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD80_2014-06_NPL022_1,OSD80_2014-06-21_0m_NPL022,OSD2014,OSD80,OSD80_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD80_20140621T1930Z.pdf,"As part of the Arctic Science partnership, the Young Sound campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",2014-06-21T19:30,74.31,-20.3043,0,m,GRL,1666,Greenland Sea,0,Greenland Sea,2356,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,40L bucket,interface between sea ice and seawater formed by ice melting,"92, ice shelf",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275564,ERS667582,-0.1,centigrade,,5,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD80_2014-06_NE08_1,OSD80_2014-06-21_2m_NE08,OSD2014,OSD80,OSD80_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD80_20140621T1830Z.pdf,"As part of the Arctic Science partnership, the Young Sound campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",2014-06-21T18:30,74.31,-20.3043,2,m,GRL,1666,Greenland Sea,0,Greenland Sea,2356,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,peristaltic pump,at a depth of 0.5m below landfast sea ice with a thickness of 1.5m,"92, ice shelf",NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,-1.6,centigrade,,32,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD80_2014-06_NPL022_2,OSD80_2014-06-21_2m_NPL022,OSD2014,OSD80,OSD80_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD80_20140621T1730Z.pdf,"As part of the Arctic Science partnership, the Young Sound campaign aims to investigate the physical, chemical, and biological interactions between atmosphere, sea ice, and ocean",2014-06-21T17:30,74.31,-20.3043,2,m,GRL,1666,Greenland Sea,0,Greenland Sea,2356,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,peristaltic pump,at a depth of 0.5m below landfast sea ice with a thickness of 1.5m,"92, ice shelf",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275562,ERS667580,-1.6,centigrade,,32,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD81_2014-06_NPL022_1,OSD81_2014-06-21_0m_NPL022,OSD2014,OSD81,OSD81_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD81_20140621T1058Z.pdf,"Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).",2014-06-21T10:58,37.005053,-7.973119,0,m,PRT,407,Iberian Coastal,0,North Atlantic Ocean,1912,marine biome ENVO:00000447,surface water ENVO:00002042,sea water ENVO:00002149,"5L Plastic water Gallons, Disinfected",Surface water from the coastal Lagoon Ria Formosa. Five samples were taken foe amplicon and metagenomic sequencing.,Boat,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275561,ERS667579,22.2,centigrade,,34.3,PSU,,7.99,dimensionless,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,7.86,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,1.154,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD87_2014-06_NPL022_1,OSD87_2014-06-21_9m_NPL022,OSD2014,OSD87,OSD87_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD87_20140621T1107Z.pdf,Samples for OSD collected during the MCZ Data and Evidence Collection Program,2014-06-21T11:07,51.0953,1.3405,9,m,GBR,2525,Celtic-Biscay Shelf,0,English Channel,2389,marine biome ENVO:00000447,marine wind mixed layer ENVO:01000061,sea water ENVO:00002149,5l sterile nalgene bottle,sample collected into 8 sterivex cartriges,RV Cefas Endeavour,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,15.86,centigrade,,35.08,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,4.39,mS/cm,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD9_2014-06_NE08_1,OSD9_2014-06-18_0m_NE08,OSD2014,OSD9,OSD9_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD9_20140618T0418Z.pdf,"The San Pedro Ocean Time-series station, or SPOT, is a long term study of the microbial and biogeochemical cycles in the San Pedro Basin off Southern California. Sampling for Ocean Sampling Day in June 2014 was performed at the SPOT station to maintain continuity and a broader ecological context for the solstice day. Many marine sites around the globe conducted sampling within this time frame of several days.",2014-06-18T04:18,33.55,-118.4,0,m,USA,13383,California Current,0,North Pacific Ocean,1908,marine biome ENVO:00000447,surface water ENVO:00002042,saline water ENVO:00002010,5 gallon bucket,"From the sample water, five sterivex filters and five 47mm 0.8um PC filters were collected. Volumes from 4-10L.","research vessel, R/V Yellowfin",NE08 (Protocol B),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,not present,not present,19.2,centigrade,,33.56,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,
OSD9_2014-06_NPL022_1,OSD9_2014-06-18_0m_NPL022,OSD2014,OSD9,OSD9_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD9_20140618T0418Z.pdf,"The San Pedro Ocean Time-series station, or SPOT, is a long term study of the microbial and biogeochemical cycles in the San Pedro Basin off Southern California. Sampling for Ocean Sampling Day in June 2014 was performed at the SPOT station to maintain continuity and a broader ecological context for the solstice day. Many marine sites around the globe conducted sampling within this time frame of several days.",2014-06-18T04:18,33.55,-118.4,0,m,USA,13383,California Current,0,North Pacific Ocean,1908,oceanic epipelagic zone biome ENVO:01000035,marine wind mixed layer ENVO:01000061,sea water ENVO:00002149,5 gallon bucket,"From the sample water, five sterivex filters and five 47mm 0.8um PC filters were collected. Volumes from 4-10L.","research vessel, R/V Yellowfin",NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275637,ERS667658,19.2,centigrade,,33.56,PSU,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0,micromol/l,,not present,not present,,1269916760,count/m^3,,2058.448,micromol/m^2/s,,4.54,mS/cm,,not present,not present,,222.449,micromol/kg,,not present,not present,,not present,not present,,0.00476,mg/m^3/day,,not present,not present,,0,micromol/l,,not present,not present,,not present,not present,,0.03,V,,not present,not present,
OSD90_2014-06_NPL022_1,OSD90_2014-06-21_2m_NPL022,OSD2014,OSD90,OSD90_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD90_20140621T0800Z.pdf,"Dataset on microbial diversity and function from a unique environment such as Etoliko Lagoon, Greece",2014-06-21T08:00,38.48435,21.31689,2,m,GRC,1083,Mediterranean Sea,0,Ionian Sea,3351,freshwater lake biome ENVO:01000252,surface water ENVO:00002042,fresh water ENVO:00002011,5L Niskin Bottle,freshwater lake,Research Vessel,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275559,ERS667577,26.29,centigrade,,15.09,PSU,,8.36,dimensionless,,0.0116,micromol/l,,0.016,micromol/l,,not present,not present,,0.0033,micromol/l,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.043,micromol/l,,not present,not present,,0.1,FTU,,not present,not present,,3.75,mg/m^3,
OSD91_2014-06_NPL022_1,OSD91_2014-06-21_2m_NPL022,OSD2014,OSD91,OSD91_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD91_20140621T1100Z.pdf,Exploring diversity,2014-06-21T11:00,32.74675,-9.036667,2,m,MAR,0,Canary Current,328,North Atlantic Ocean,1912,neritic mesopelagic zone biome ENVO:01000043,surface water ENVO:00002042,coastal sea water ENVO:00002150,bottle 5L,water samples,ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275558,ERS667576,19,centigrade,,27.24,PSU,,8.15,dimensionless,,not present,not present,,107.93,micromol/l,,not present,not present,,0.0001,micromol/l,,not present,not present,,not present,not present,,not present,not present,,39600,mS/cm,,not present,not present,,0.7,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.5,micromol/l,,3,FTU,,not present,not present,,not present,not present,
OSD92_2014-06_NPL022_1,OSD92_2014-06-21_2m_NPL022,OSD2014,OSD92,OSD92_2014-06,http://store.pangaea.de/Projects/OSD_2014/OSD92_20140621T1100Z.pdf,Exploring diversity,2014-06-21T11:00,33.583917,-7.700639,2,m,MAR,0,Canary Current,0,North Atlantic Ocean,1912,neritic mesopelagic zone biome ENVO:01000043,surface water ENVO:00002042,coastal sea water ENVO:00002150,bottle 5L,water samples,ship,NPL022 (Protocol A),see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,see logsheet,SAMEA3275557,ERS667575,24,centigrade,,30.75,PSU,,8.15,dimensionless,,not present,not present,,105.01,micromol/l,,not present,not present,,0.0001,micromol/l,,not present,not present,,not present,not present,,not present,not present,,44700,mS/cm,,not present,not present,,0.78,micromol/kg,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,not present,not present,,0.5,micromol/l,,3.75,FTU,,not present,not present,,not present,not present,
